ID,consentimiento,sexo,edad,universidad,disciplina_OCDE,sede,frecuencia_uso_ChatGPT,CT1,CT2,CT3,CT4,CT5,CT6,EC1,EC2,EC3,EC4,EC5,EC6,CC1,CC2,CC3,CC4,CC5,AC1,AC2,AC3,AC4,HE1,HE2,HE3,HE4,pregunta,aceptacion,comprension,satisfaccion,usa_ChatGPT
614,SI,Masculino,22,Universidad C,Ciencias Naturales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,5,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,2,2,4,"Para mi chat gpt se ha vuelto mi matriz de aprendizaje  el mi profesor  consultor y compañero de practica. lo uso en cada sesión de estudio o trabajo académico  tanto para los trabajos genéricos donde le explico la tarea y yo le doy ideas generales de como debe hacerlo  el lo lleva a cabo y yo solo copio y pego  como también para los trabajos importantes donde me apoya  me da su opinión  critica puntos débiles y me entrega mayor entendimiento de todos lo conceptos.
Los beneficios son enormes  en tiempo y calidad de todas las tareas en las que me ayuda  pero como limitaciones es importante tener en cuenta que a veces ""alucina""  y dice cosas que no son  o las relaciona de manera incorrecta  siendo que no se debe confiar a ojos cerrados en lo que dice  siempre se debe evaluar la validez de la respuesta y con la practica se aprende a identificar cuando realizó su trabajo de manera correcta o cuando falla.
en relación a lo ético  ya cuenta con consideraciones  pero estas barreras que tiene son fácilmente evadibles y quizás debería tener filtros mas completos para entregar cierta información posiblemente dañina.
Lo anteriormente desarrollado lo aprendí con prueba y error pero al balancear entre pros y contras  los beneficios de apoyarse en esta herramienta son significativamente mayores que cualquier vez en que haya podido defraudarme con alguna tarea o resultado poco eficiente.",4,4,4,SI
615,SI,Femenino,22,Universidad C,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,3,5,5,3,5,3,4,3,4,5,3,5,5,5,5,5,5,5,5,5,3,4,3,5,"La uso en ocasiones cuando necesito ideas o algo en específico 
Pero siempreo leo y reviso bien sus respuestas ",3,3,4,SI
616,SI,Masculino,37,Universidad C,Ingeniería y Tecnología,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,3,3,4,"para realizar estructuras de informe  el esqueleto de un trabajo. limites es su poca precisión o veracidad. consideraciones eticas intentar que el producto final se vea como generado por mi. 
lo use por que era necesario para cumplir plazos. ",3,3,4,SI
617,SI,Masculino,25,Universidad C,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,4,2,4,4,4,4,4,3,4,3,4,4,4,4,4,2,3,2,3,2,2,1,4,,4,4,4,SI
618,SI,Femenino,19,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,La uso normalmente para estudiar y hacer trabajos  es mas rapida y eficiente para buscar informacion concreta de inmediato  considero que tiene muy buenos beneficios si se sabe ocupar  la misma aplicacion de Chatgpt tiene limitaciones  ya que su uso no es ilimitado  por ultimo  eticamente no es un peso para mi  ya que la veo como una muy buena ayuda y no como una trampa.,4,4,4,SI
619,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,Le he pedido a chatGPT que me ayude explicando materias o que me ayude en la solución de casos clínicos  ayudándome a ver cosas que no vi y ayudándome a completar la información con la información que yo manejo.,4,4,4,SI
620,SI,Femenino,22,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,,4,4,4,SI
621,SI,Masculino,27,Universidad B,Ciencias Sociales,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,2,1,1,1,1,3,4,3,3,3,3,4,3,3,2,3,4,3,4,3,2,2,2,2,,3,3,3,SI
622,SI,Femenino,19,Universidad C,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,1,1,1,1,1,2,3,1,1,2,1,5,5,3,5,5,4,1,2,3,2,1,1,2,Por ejemplo  típico cuando se debe leer algún texto y le pides un resumen a Chat GPT. Muchas veces en los resúmenes enfatiza información no tan importante  esa sería una limitación  mientras que éticamente  obviamente lo más efectivo sería leer tal texto y dejar que Chat GPT te ayude a entender algunas cosas de forma más fácil o te instruya pero no directamente hacer te el trabajo que debías hacer tú.,3,4,3,SI
623,SI,Femenino,21,Universidad C,Ciencias Naturales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,Por lo general para comprender power points,4,4,4,SI
624,SI,Masculino,31,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,4,3,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,trabajos de investigacion  referencias y ayuda en ramos para entender la materia,4,3,4,SI
625,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,5,3,5,4,4,4,5,4,5,5,5,5,5,5,5,3,4,3,4,2,4,4,4,"He ocupado en algunas situaciones ChatGPT para buscar libros que me ayuden a corroborar la información que e estudiado  para buscar investigaciones  buscar sinónimos  antónimos y conectores que me ayuden en mi redacción en informes.
Sus beneficios son que explica de una forma en que todos entiendan  además de que la información que proporciona es bastante completa.
Las limitaciones que tiene  por lo menos de las que e visto es que ChatGPT después de una cantidad especifica de palabras  no deja continuar y te cambia de servidor  además de que no deja las conversaciones guardadas  no deja enviar más de un documento en la conversación.
Estas limitaciones por lo menos a mi  impactaron en la la decisión de buscar otra inteligencia como cici para apoyarme en algunas cosas  como las nombradas con anterioridad.",3,4,3,SI
626,SI,Femenino,23,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Actualmente utilizo ChatGPT con su función especifica para física llamada ""Physics"" creada por  pulsr.co.uk
para realizar guías de estudio para esta asignatura. Para mí esto es un plus en mi vida de estudiante  puedo pedirle que realice una guía de estudio adjuntando la información de las clases o el temario dado por el docente  esté me proveerá de un listado de ellas siendo variadas en su dificultad según lo pedido. Al terminar de realizarlas puedo pedirle a mis docentes orientación para corregir mis errores y en caso de ser problemas en los que mantenga dudas inmediatas puedo pedirte que me dé la solución paso a paso para lograr aplicarla a otros problemas. 

Siendo muy sincera  desde que utilizo este tipo de mecanismo de estudio mis calificaciones han subido y he logrado realmente tener dominio en temas que antes veía muy lejanos. Aunque existe la limitación de su versión gratuita admite hasta cierta cantidad de información  no logra abrir archivos con un peso medianamente significativo y por lo demás no todos pueden ofrecer su ayuda en español.",4,4,4,SI
627,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,3,3,2,3,4,5,5,5,5,5,4,5,5,4,5,5,4,5,4,4,5,4,4,5,"al inicio era reacia al uso de la IA sentía que estaba siendo una herramienta que no era un aporte sino que eliminaba el proceso de aprendizaje  pero creo que falta educación para usarlo correctamente. 
Actualmente lo utilizo para indagar puntos que a veces en clases no se profundizan  o como un profesor particular pues tengo el beneficio de hacer preguntas dirigidas y especificas y consultar cuantas veces sean necesarias. Esto agiliza mi proceso de estudio  y no dependo 100% de los métodos y tiempos del docente. 
No lo utilizaría para tareas más profesionales  confección de trabajos o algo de carácter más formal  creo que eso es un aprovechamiento y no una utilización de recurso apropiado. ",3,3,4,SI
628,SI,Femenino,19,Universidad C,Ingeniería y Tecnología,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1,1,1,SI
629,SI,Preferiría no contestar,20,Universidad C,Ciencias Agrícolas,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,Normalmente lo uso como buscador más que como fuente base  su uso me permite una fácil búsqueda de información   pero me plantea una cuestión bastante intrigante  como logró dar con esa información y yo no?,4,3,3,SI
630,SI,Masculino,35,Universidad A,Ingeniería y Tecnología,A distancia,E. Lo utilizo menos de dos veces al mes,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,SI
631,SI,Femenino,28,Universidad A,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,1,1,1,5,2,5,2,2,3,1,2,2,2,3,3,1,1,1,1,3,1,1,5,No lo uso  solo debes en cuando.,3,3,3,SI
632,SI,Preferiría no contestar,20,Universidad A,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,3,5,2,5,5,5,5,5,5,5,5,4,4,4,3,4,4,3,4,5,5,4,5,5,"Una vez estaba buscando bibliografías para un trabajo de neurofisiología y ChatGPT me envío 2 de 3 páginas útiles (con un link útil y NO obsoleto)  también una vez le pedí que me resumiera bien una investigación y noté que ChatGPT no identifica las palabras que están cortadas con un “-“ en una linea (cuando no se alcanza a terminar de escribir una palabra en una línea y se utiliza “-“ para seguir escribiendo en la línea de abajo)  así que tuve que escribir manualmente el texto de toda la investigación en un Word y enviársela. A veces se tienen estos problemas de accesibilidad  confiabilidad y facilidad usando la plataforma de ChatGPT.

A nivel ético también he notado como conocidos solo usan ChatGPT como primera fuente sin investigar más  lo que salga del ChatGPT lo sintetizan (en exposiciones e informes)  y bien a ChatGPT se le pueden dar las directrices necesarias para encontrar información y que te la explique bien  siento que el material intelectual muchos compañeros de universidad se están limitando a recurrir solo a ChatGPT y no aplicar una investigación o pensamiento crítico (dudar de lo que este te dice  ya que algunas veces se equivoca).

No puedo recordar bien cómo fue qué pasó exactamente  pero dos veces ChatGPT me dio información falsa y no siguió mis directrices de resumir un documento (en vez de resumirlo al explicarlo  lo entendió mucho  más de lo que era el texto original y le dio muchas “vueltas” al tema sin que fuera estrictamente relevante la información que me decía). A veces se equivoca y hay que perfeccionar las directrices que uno como usuario le da.",4,4,4,SI
633,SI,Femenino,49,Universidad A,Ciencias Sociales,Concepción,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,5,Utilice la plataforma para hacer una pregunta sobre educación  la cual no me dejo conforme y busque el Google académico más información necesaria. La idea me sirvió para entender hacia dónde estaba enfocada la pregunta y pude lograr buscar de mejor manera información. ,2,2,2,SI
634,SI,Femenino,32,Universidad A,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,3,3,5,4,3,4,4,5,5,5,5,4,5,5,3,5,3,5,3,3,3,5,2,1,5,Lo utilizo principalmente para estudiar  ayuda en elaboración de cuestionarios sobre algún tema y poder responderlos o para explicar algún tema en específico que no entienda mucho con sus citas para confirmar la información  que no siempre es de fuente fidedigna  lo cual limita para buscar información en trabajos formales. No recomiendo su uso para más allá que no sea estudio personal.,4,3,3,SI
635,SI,Femenino,60,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,5,Los beneficios son la interacción entre docente y estudiantes  el beneficio es inmediato frente a la resolución de problemas o situaciones que acontecen de dudas  en relación a la ética es conversar  con los estudiantes en base a valores  como la honestidad  lealtad  pero también como puede ser utilizado individualmente obteniendo las respuestas exactas necesarias para lo que se necesita. ,3,3,3,SI
636,SI,Masculino,68,Universidad A,Ciencias Sociales,A distancia,E. Lo utilizo menos de dos veces al mes,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No he usado ChatGPT,4,4,4,NO
637,SI,Femenino,24,Universidad C,Medicina y Ciencias de la Salud,Santiago ,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,Para buscar páginas web que me daban diferente tipo de enlaces de referencia para temas de investigación no tuve ningún problema ni ético ni limitaciones ,3,3,3,SI
638,SI,Masculino,27,Universidad C,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,3,5,5,5,2,3,5,4,5,2,4,4,2,3,4,4,4,1,3,5,2,5,5,Utilizo ChatGPT para poder guiarme en ciertos trabajos de la universidad  también para tomar ejemplos de cómo hacer cosas y en respecto a la ética  se que el ChatGPT puede tener errores por lo que lo utilizo más que nada como un apoyó,4,4,4,SI
639,SI,Masculino,47,Universidad B,Ciencias Sociales,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,2,Por lo generar lo utilizo en el ambito de mi trabajo  para dar respuestas bajo lenguaje apropaiados a correos electronicos.,2,4,4,NO
640,SI,Masculino,23,Universidad C,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,3,3,4,3,4,4,3,4,Más que nada utilizo chatgpt cuando me quedo en blanco o sin ideas o no entiendo como podría avanzar en algo  ahí el arroja su respuesta y me da otra perspectiva o visión de lo que necesito entonces ya puedo estar más guiado y así seguir avanzando con mi propósito.,4,2,3,SI
641,SI,Femenino,20,Universidad C,Medicina y Ciencias de la Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,2,4,5,3,3,5,5,5,5,5,5,4,4,4,3,4,5,3,2,5,5,5,5,5,He utilizado Chat GPT para hacerme preguntas sobre temas que necesite estudiar  enviándole mis documento con apuntes que he hecho generando 60 preguntas de cada tema con selección múltiple para poder prepararme de mejor forma para el examen. Habían veces en que al hacer esto de varios temas Chat GPT se confundía un poco y se enfocaba en preguntar más de un tema que ya no le he pedido  por lo que tuve que anular esas preguntas  pude haber hecho más para completar las que faltaran pero no era necesario. Esto me ayudó muchísimo a comprender la gran herramienta que esa plataforma brinda y que puede ser usada de mejor manera que sólo preguntarle sobre temas que realmente terminaré investigando un poco su respuesta por si se equivocó. ,3,2,4,SI
642,SI,Femenino,37,Universidad C,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,4,3,5,,4,4,4,SI
643,SI,Femenino,24,Universidad B,Ciencias Sociales,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,3,3,3,4,5,4,2,2,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,,3,4,3,SI
644,SI,Masculino,23,Universidad B,Ciencias Sociales,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,2,4,4,4,4,4,3,4,4,4,3,4,5,5,4,5,5,5,4,4,4,5,4,5,Para cuando necesito una información específica y me puede entregar las fuentes de donde saca la información ,3,3,3,SI
645,SI,Masculino,21,Universidad B,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),3,3,5,4,4,5,3,3,4,3,4,4,5,5,4,5,3,5,5,5,5,5,4,4,5,,4,4,4,SI
646,SI,Masculino,18,Universidad B,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,,4,4,4,SI
647,SI,Femenino,23,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),3,4,3,3,2,2,3,2,1,2,2,2,2,3,3,3,2,3,3,3,2,2,3,3,2,,2,2,3,NO
648,SI,Masculino,21,Universidad B,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,4,4,5,5,2,4,2,5,Estudio matemáticas  junto a otras materias y me ayuda a resolver dudas  corregir  etc,4,4,4,SI
649,SI,Femenino,33,Universidad B,Ciencias Sociales,A distancia,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,2,3,3,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,Me ayuda a ordenar mis ideas para una entrevista de trabajo o postulaciones. El beneficio es la rapidez  las limitaciones es que uno debe incorporar propios pensamientos para no entregar algo escrito de forma artificial y éticamente está en el límite de lo correcto  ya que no es uno al 100% el que está escribiendo y la otra parte no sabe que uno está utilizando ChatGPT para escribir probablemente. Creo que como herramienta para usar en cosas puntuales no es negativo si no todo lo contrario  pero si ya se usa de forma extensivacreo que deteriora de a poco el uso de la creatividad  la capacidad de crear textos y de pensar.,4,4,4,SI
650,SI,Femenino,21,Universidad B,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,3,3,4,4,5,3,3,4,3,4,3,4,2,5,3,3,4,4,4,5,3,2,1,3,Lo he usado para comparar sus resultados con mis resultados en una tarea ,3,4,3,SI
651,SI,Masculino,33,Universidad B,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,2,1,1,1,1,2,2,1,2,2,4,4,4,2,2,3,3,3,3,1,1,1,1,Lo ocupe para buscar una transacción en sap para mi trabajo,1,1,1,SI
652,SI,Masculino,27,Universidad B,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,"Normalmente utilizo la IA casi todo el tiempo  para resumir  conversar.
Me gusta trabajar con alguien  y quien más imparcial que una IA aunque también puedes parcializarlo y eso genera conflicto a la hora de interpretar resultados.
Pero la uso para temas operacionales  como organizar  resumir  o tirar muchas idea y que ayude a organizarlo  por ejemplo esta encuesta con muchas preguntas abiertas  en revisar todas la coincidencias se demoraría mucho  en cambio con una IA pueden buscar patrones o palabras claves que se repitan",4,3,3,SI
653,SI,Masculino,30,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,5,5,3,5,4,5,5,3,5,5,5,5,5,5,5,4,3,5,5,3,5,,3,3,3,SI
654,SI,Masculino,23,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,3,4,3,4,4,4,4,4,3,3,4,3,5,5,5,5,5,4,4,3,3,3,3,3,,3,3,4,SI
